"Sektor","Barkod","Urun Adi","Marka","Kategori","Fiyat (TL)","KDV","Urun Gorseli"
"Et ve Et Ürünleri","705632803875","Ece Sosis 500gr","","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","4050164005218","Tuna Sığır Sosis 400gr","Tuna","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","4050164005959","Tuna Jumbo 500gr","","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","4050164005386","Tuna Sığır Sosis","","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","4050164005409","Tuna Tavuk Sosis 400gr","","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4014153107956","Ahinur Tavuk Mini Sosis","","Tavuk","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4027394072303","Fulya Kokteyl Sosis","Fulya","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4260193519567","Özyörem Jumbo Sığır Sosis 800gr","","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690787151020","White Chickpeas","Tarim","Bakliyat","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8696292000198","Sandviç Ekmeği","Untad","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","63950984","Tahin","Bafra","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8690632020297","Nesfit Karışık Meyveli Tam Tahıl Ve Pirinç Gevreği","Nestlé","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8695077155108","BBQ Tütsü Aromalı Sos","Harras","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690843097453","Dilimli Burger Peyniri","Bahcıvan","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8696236437844","Ranch Sos","Aro","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8698915235154","Trüflü Mayonez","Chef-Seasons","Mayonez","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8699118011507","Özel Amaçlı Buğday Unu","Yeğenler","Un","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8691004157979","Migros İri Parcali Tonbaligi","Migros","Bal","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8697413806699","Coco Mio","Coco-Mio","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8697438750298","Dana Tekirdağ Köfte","Uzman-Kasap","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8697438751189","Kuzu Dana Kebap","Uzman Kasap","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8691026060073","Kremfıstık","Gold","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8696236911368","Süt","Aro","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8690559026990","Somonlu Sushi Wrap","Dardanel","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8690559028208","Pocky Ton Balık","Mr-No-Dardanel","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8681763386215","Whey Protein Chocolate Coconut","Supplementler","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Dondurulmuş Gıda","8696236013802","Dondurulmuş Sebze","Metro-Chef","Dondurulmuş Ürün","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8695077072733","Tereyağı","Pervin","Tereyağı","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690632019062","Nescafe Soğuk Kahve Toz","","Kahve","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8682696720220","Cream Of Rice","Proteinocn","Pirinç","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8696236902465","Beyaz Peynir (%90 Keçi Sütü)","Metro-Chef","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8696236619882","Dilimlenmiş Dana Jambon","Metro-Chef","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8684824660057","Asian Zing Sauce","Vav-Wings","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690526012834","Topkek Mini","","Kek","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690624204186","Peynirli Mısır Cipsi","Doritos","Cips","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971424729","Süzme Yoğurt","İçim","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8695077139597","Basmati Pirinç","Harras","Pirinç","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8693374011011","Gönen Baldo Pirinç","Yayla","Pirinç","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8694517772028","Dana Kuzu Döner","Bonfilet","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8684000450663","Milk 3% Fat","Migros","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690931003113","Doğal Yoğurt","Yorukoğlu","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8682214718685","Tereyağı","Mis","Tereyağı","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690698514938","Tost Ekmeği","Uno-Anadolu","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690526191119","Lifalif Kırmızı Meyveli Yulaf Bar","Eti","Yulaf","bilinmiyor","bilinmiyor","bilinmiyor"
"Takviye ve Fonksiyonel Gıda","8697791010541","Whey Protein Cookie Flavor","Torq-Nuteition","Protein ve Takviye","bilinmiyor","bilinmiyor","bilinmiyor"
"Takviye ve Fonksiyonel Gıda","8684207695409","Klasik Sade Yüksek Protein Bar","Fellas","Protein ve Takviye","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8696236435079","Panko Ekmek Kırıntısı","Metro","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8699947040198","Çavdar Unu","Kappadokia","Un","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690724060446","Tam Yağlı Çeçil Peyniri","Migros","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8695077135650","Süt Reçeli","Harras","Reçel ve Marmelat","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690347030154","Olgunlaştırılmış Tam Yağlı Kaşar Peyniri","Kaanlar","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692963151039","Yoğurt","Kebir","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","4760088706817","Mountain Dew","","Gazlı İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8699936810825","Tam Yağlı Taze Kaşar Peyniri","Calmio","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8699114310086","Hazelnut Butter","Findik-Bey","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8695077016874","Süzme Peynir","Dost","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8699118044819","Susamlı Fıstık","Çerezya","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690632020181","Çikolata","Nesquick","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8681324004893","Kaymaksız Yoğurt","Sütaş","Yoğurt","bilinmiyor","bilinmiyor","https://images.openfoodfacts.org/images/products/868/132/400/4893/front_tr.3.400.jpg"
"İçecek","8693593001749","Hayat Su 0.5 Lt","","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8695876208678","Nutz Popcorn Mısır Cerezi","","Diğer Atıştırmalık","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8699118072690","Pesto","Berona","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8695077138095","Dana Kuzu Döner","Harras","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Yağ","8690819264544","Natüral Süzme Zeytinyağı","Kristal","Zeytinyağı","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8696027015664","Teriyaki Sos","Kuhne","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8681227060576","Beyoğlu Turuncu","","Un","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8681763386741","Çikolata Parçacıklı Proteinli Granola","Clean-Powders","Kahvaltılık Gevrek","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8697433680118","Bahçepınar Doğal Kaynak Suyu","Bahcepınar","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690288000278","Çayırova Yoğurt","Çayırova","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8695077021946","Pilavlık Bulgur","Harras","Bulgur","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8695077139450","Az Yağlı Beyaz Peynir","Aknaz","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8695077098788","Nar Ekşisi","Harras","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8695077023285","Harras Baharat Çeşnili Patates Cipsi","Harras","Cips","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8690347192531","Kaanlar Zeytin","Kaanlar","Zeytin","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","4690520047508","Eti Sütlü Çikolata","Eti","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690526078175","İçibol Fındıklı Çikolata","Eti","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690526037974","Sütlü Çikolata 17 Gr","Eti","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690526895512","Lifalif Kırmızı Meyveli Yulaf Bar","Eti","Yulaf","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690526307756","Lifalif Kuru Meyveli Yulaflı Bar","Eti","Yulaf","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690526748344","Lifalif Bitter Cikolatal","Eti","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","86900478","Eti Cin Portakallı","Cin-Portakallı","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690526338927","Remix Bisküvili","Eti","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690637936036","Magnum Cookie","Algida","Krema","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8683130097045","Algida Cornetto Çikolata","","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8683130038154","Algida Cornetto Milka","Milka","Dondurma","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8683130040461","Algida Boom Gold Altın Karamel Fındık","","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8683130068410","Algida Boom Kakao Fındık","Ola","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8690637892660","Keyif Kornet Kakao Vanilya","Algida","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690637846908","Algida Klasik Vanilya","Algida","Krema","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690624204209","Doritos Ruffles Karisimi","Cips","Cips","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690624106091","Ruffles Doritos Karışımı","Cips","Cips","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8691405653384","Tuna Canned","Fide","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8695077141538","Organik %100 Karışık Meyve Ve Sebze Suyu","Harras","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692095343845","Çiftlik Kaymaksız Yoğurt","Sek","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Tatlı ve Dondurma","8683130096130","Chun Kies İce Cream","Carte-D-Or","Dondurma","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8699118027331","Soya Sosu","Galle","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690533014333","Cheese Crackers","Eti","Kraker","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8711842309559","Gouda Cheese","Landana","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699118064763","Tavuk Suyu Bulyon","Ustasından","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8699118066828","Basmati Pirinç","Ovadan","Pirinç","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8684127627047","Sürme Kaju","İtz-Nutz","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8682792210373","Organic Olive Oil Baby Biscuit","","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690843090683","Dilimli Tost Peyniri","Bahcıvan","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8699118000938","Kahve Beyazlatıcısı","Cafex","Kahve","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690949000838","Karamel Aromalı Fit Snack","Muscle-Station","Diğer Atıştırmalık","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8699118056515","Süzme Yoğurt","Birşah","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690684005082","Napoliten Makarna Sos","Pastavilla","Makarna","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8696236116497","Patates Cipsi","Fine-Life","Cips","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8690931002529","Tereyağı","Yorukoğlu","Tereyağı","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8682214706606","Mis Örgü Peyniri","Mis","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Dondurulmuş Gıda","8695077070241","Frozen Peas","Harras","Dondurulmuş Ürün","bilinmiyor","bilinmiyor","bilinmiyor"
"Dondurulmuş Gıda","8695077070302","Frozen Corn","Harras","Dondurulmuş Ürün","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690579975001","Integrale Tam Buğday Spaghetti","Barilla","Makarna","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690560011077","Breadcrumbs","Bağdat","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8697471723792","Dana Döner","Namet","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8697767060211","Dana Kokoreç","Eral","Kırmızı Et","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690698515942","Tam Çavdarlı Ve Karabuğdaylı Ekmek","C7","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8696236424882","Buğday Un","Aro","Un","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690684900004","Rotini Glutensiz","Pastavilla","Makarna","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8691440710615","Basmati Pirinç","Duru","Pirinç","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8682729068800","Goldella Kakaolu Fındık Kreması","Goldella","Fındık/Kakao Kreması","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8699118060451","Yağlı Süt","Birşah","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Hazır Gıda","8683130067512","Kıtırlı Acılı Domatesli Çabuk Çorba","Knorr","Çorba","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8680913420274","Fıstık Ezmesi","Pronuts","Fındık/Kakao Kreması","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8693374254449","Firikli Bulgur Pilavı","Yayla","Bulgur","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8699118074038","Bi Portakal","A101","Meyve","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8682729068657","Sivas Balı","Kafkas","Bal","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8690526074474","Mısır Pirinç Patlağı Peynir Acı","Eti","Pirinç","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8692971431543","Cream Cheese","İçim","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8684000450724","Yoğurt","Migros","Yoğurt","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8683347035083","Wefood Glutensiz Zeytinli & Kekikli Kraker","Wefood","Kraker","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8695077027771","Harras Tam Yağlı Taze Peynir","Harras","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8690504190554","Paylaşmalık TAÇ Kraler","Ülker","Bisküvi","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8695077129444","Bütün Fındıklı Sütlü Çikolata","Harras","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8008698045855","Chocotti","Schär","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8698720867021","Karışık Tropik Meyveli İçecek","Juss","Diğer İçecek","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","329167798965","Ketçap","Tukaş","Ketçap","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8690804374159","Lavaş","Baktat","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8693722235007","Spaghetti","Berrak","Makarna","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","8680014082111","Doğal Mineralli Su","Fuska","Su","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8692562018009","Tahin","Akturk","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8695895109178","Gezen Tavuk Yumurtası","Cp","Yumurta","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8681324007900","Dilimli Tost Peyniri","Sütaş","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8681080901030","Tuzlu Karamel Tam Tahıllı Bar","Corny","Diğer Atıştırmalık","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","685847010988","Olgunlaştırılmış Tam Yağlı İnek Peyniri","Binvezir","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8682615105473","Çiğ Inek Sütü","Turkiye-Tarım-Kredi-Kooperatifleri","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8690559007906","Canned Tuna Fish Light","Migros","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Kahvaltılık","8697465018149","Tahin","Haktanır","Tahin ve Helva","bilinmiyor","bilinmiyor","bilinmiyor"
"Fırıncılık","8694919001962","Hindi Fümeli Kepek Ekmekli Sandviç","Tada","Ekmek","bilinmiyor","bilinmiyor","bilinmiyor"
"Sos, Baharat ve Çeşni","8696362801779","Hot Sauce","Heinz","Sos","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8682696725034","Cream Of Rice Chocolate","Proteinocn","Çikolata","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8682214707603","Badem İçi","Amigo","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"Atıştırmalık ve Şekerleme","8698655911233","Karamela Soslu Sütlü Tatlı","Starbucks","Şekerleme","bilinmiyor","bilinmiyor","bilinmiyor"
"Temel Gıda","8699118075844","Haslanmis Nohut","Cokca","Bakliyat","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8699118047728","Sütlük Dolabı","","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
"Meyve, Sebze ve Kuruyemiş","8695077069566","Cig Fındık","Simbat","Kuruyemiş","bilinmiyor","bilinmiyor","bilinmiyor"
"İçecek","4760081601812","Milla Ayran","","Ayran","bilinmiyor","bilinmiyor","bilinmiyor"
"Takviye ve Fonksiyonel Gıda","8683071700530","Kong Whey Protein","Msucle-Balance","Protein ve Takviye","bilinmiyor","bilinmiyor","bilinmiyor"
"Balık ve Deniz Ürünleri","8681285720771","Türk Somon Dilim","Balık-Dunyası","Balık","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8696236910842","İnek Peyniri","Metro-Chef","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4251180200247","Ahinur Salami","","Salam","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4018342155889","Aladin Sosis 1kg","","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","2049502756389","Aladin Sucuk Sosis 350 Gr","","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4018342155872","Aladin Sosis 500gr","","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4260193514982","Özyörem Sığır Sosis  800 Gr Sade","Sigir","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4251180204016","İmamoğlu Tosun Pastırma","","Sucuk","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","3012490005097","Yayla Kahvaltılık Hindi Salam 80gr","","Salam","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","9120018532285","Mirusha Prizreni 500gr","Mirusha","Sosis","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4260467591657","Destan Tavuk Salam 1600gr","","Tavuk","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","8717306552202","İlkgül Sucuk 1 Kg","","Sucuk","bilinmiyor","bilinmiyor","bilinmiyor"
"Et ve Et Ürünleri","4002784045419","Ahinur Salami 500gr","","Salam","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","3800231230941","Süt Keyfi 150 Gr Tel Peyniri","","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8695543007290","Muratbey  Classşc Ehite Cheese 300gr.","","Peynir","bilinmiyor","bilinmiyor","bilinmiyor"
"Süt ve Süt Ürünleri","8681324006583","Sütaskı Kahvaltı Lezzetleri 200gr","","Süt","bilinmiyor","bilinmiyor","bilinmiyor"
